id;nik;nama;alamat;rt;rw;jenis_kelamin;created_at;updated_at
3116;2110631250921;Zak Kermott;2242 Thackeray Plaza;006;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3117;2110631250922;Ferne Frangione;54 Kensington Point;001;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3118;2110631250923;Etienne Piecha;925 Dawn Terrace;005;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3119;2110631250924;Elmo Cammidge;9 Katie Junction;002;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3120;2110631250925;Grove Mustoe;97 Melrose Center;005;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3121;2110631250926;Rebe Thorns;8021 Bonner Alley;007;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3122;2110631250927;Llywellyn Wycliffe;12 Lakewood Gardens Crossing;004;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3123;2110631250928;Florenza Howford;87326 Muir Junction;002;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3124;2110631250929;Chance Christopherson;3 Thompson Point;001;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3125;2110631250930;Duane Jerromes;815 Moose Parkway;006;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3126;2110631250931;Micki Jeduch;2177 Anzinger Park;004;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3127;2110631250932;Lura Kellett;1199 Reinke Pass;010;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3128;2110631250933;Bengt Rey;5989 Pleasure Hill;005;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3129;2110631250934;Annette Emanuelli;887 Dryden Alley;007;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3130;2110631250935;Mavis Ottley;20 Eggendart Hill;009;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3131;2110631250936;Yoshi Tibbs;3 Emmet Terrace;002;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3132;2110631250937;Tiebold Ableson;731 Sunbrook Terrace;007;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3133;2110631250938;Estevan Chasteau;7304 Shelley Road;005;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3134;2110631250939;Diann Blaby;0071 Eggendart Alley;004;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3135;2110631250940;Rosina von Nassau;1257 Nobel Crossing;009;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3136;2110631250941;Janeva Paddington;1589 Debra Terrace;007;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3137;2110631250942;Pieter Derdes;18470 Union Crossing;001;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3138;2110631250943;Josh Amdohr;Kp. Era Caffe 3;006;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3139;2110631250944;Gerald Dyshart;Kp. Era Caffe 4;010;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3140;2110631250945;Carine Parcell;7 Merchant Avenue;002;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3141;2110631250946;Waite Mawne;21 Daystar Park;004;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3142;2110631250947;Kermit Dome;34 Ridgeview Point;008;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3143;2110631250948;Phineas Twinborne;77096 Russell Court;001;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3144;2110631250949;Simonette Williamson;7042 Anzinger Road;007;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3145;2110631250950;Iseabal Ribey;682 Schlimgen Road;005;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3146;2110631250951;Marcelline Ashfold;8841 Jackson Plaza;009;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3147;2110631250952;Raquela Bocking;2242 Thackeray Plaza;007;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3148;2110631250953;Lindy O'Corr;54 Kensington Point;007;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3149;2110631250954;Avigdor Denison;925 Dawn Terrace;002;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3150;2110631250955;Miguel Imos;9 Katie Junction;003;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3151;2110631250956;Vevay Gratton;97 Melrose Center;004;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3152;2110631250957;Sonni Campany;8021 Bonner Alley;001;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3153;2110631250958;Lauri Lennon;12 Lakewood Gardens Crossing;010;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3154;2110631250959;Harlan Narbett;87326 Muir Junction;005;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3155;2110631250960;Chic Norwell;3 Thompson Point;008;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3156;2110631250961;Anthiathia Gauld;815 Moose Parkway;003;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3157;2110631250962;Olympie Simmen;2177 Anzinger Park;008;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3158;2110631250963;Peterus Worthing;1199 Reinke Pass;001;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3159;2110631250964;Chloe Outhwaite;5989 Pleasure Hill;008;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3160;2110631250965;Dari Yarr;887 Dryden Alley;009;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3161;2110631250966;Benjy Dakhno;20 Eggendart Hill;009;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3162;2110631250967;Irma Alp;3 Emmet Terrace;010;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3163;2110631250968;Binnie Vousden;731 Sunbrook Terrace;001;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3164;2110631250969;Alverta Heibl;7304 Shelley Road;003;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3165;2110631250970;Aurthur Ferrulli;0071 Eggendart Alley;002;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3166;2110631250971;Shannon Meadmore;1257 Nobel Crossing;005;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3167;2110631250972;Warde Swate;1589 Debra Terrace;005;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3168;2110631250973;Connor Jordine;18470 Union Crossing;010;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3169;2110631250974;Melisent Mossom;Kp. Era Caffe 3;003;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3170;2110631250975;Humfrid Dunstall;Kp. Era Caffe 4;008;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3171;2110631250976;Estel Maffia;7 Merchant Avenue;001;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3172;2110631250977;Roderick Debling;21 Daystar Park;010;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3173;2110631250978;Salmon Vedeshkin;34 Ridgeview Point;006;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3174;2110631250979;Carita Luckings;77096 Russell Court;002;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3175;2110631250980;Wolfie Hembrow;7042 Anzinger Road;006;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3176;2110631250981;Erie Stuckley;682 Schlimgen Road;002;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3177;2110631250982;Jaymie Brownsea;8841 Jackson Plaza;005;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3178;2110631250983;Zea Grece;2242 Thackeray Plaza;006;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3179;2110631250984;Scottie Fibbings;54 Kensington Point;004;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3180;2110631250985;Cherry Ronchi;925 Dawn Terrace;007;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3181;2110631250986;Lucais MacKnocker;9 Katie Junction;010;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3182;2110631250987;Jakob Conkling;97 Melrose Center;010;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
3183;2110631250988;Dewitt Ring;8021 Bonner Alley;007;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
3184;2110631250989;Mab Martensen;12 Lakewood Gardens Crossing;001;001;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3185;2110631250990;Chuck Manoelli;87326 Muir Junction;006;001;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3186;2110631250991;Grover Garrod;3 Thompson Point;002;003;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3187;2110631250992;Lebbie Wyllie;815 Moose Parkway;008;003;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3188;2110631250993;Joyce Heino;2177 Anzinger Park;002;005;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3189;2110631250994;Briant Willeson;1199 Reinke Pass;009;005;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3190;2110631250995;Jackie Gager;5989 Pleasure Hill;001;005;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3191;2110631250996;Ignaz Ranby;887 Dryden Alley;003;005;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3192;2110631250997;Evelyn O'Sirin;20 Eggendart Hill;003;004;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3193;2110631250998;Vinnie Frood;3 Emmet Terrace;008;005;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3194;2110631250999;Milly Doyle;731 Sunbrook Terrace;009;001;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3195;2110631251000;Imelda De Matteis;7304 Shelley Road;002;002;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3196;2110631251001;Christabella Dyneley;0071 Eggendart Alley;004;003;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3197;2110631251002;Janey Sandland;1257 Nobel Crossing;001;001;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3198;2110631251003;Donelle Ager;1589 Debra Terrace;003;004;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3199;2110631251004;Mariam Steade;18470 Union Crossing;010;005;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3200;2110631251005;Emile Tremollet;Kp. Era Caffe 3;005;003;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3201;2110631251006;Fredia Petkovic;Kp. Era Caffe 4;004;001;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3202;2110631251007;Elsy Hargerie;7 Merchant Avenue;002;003;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3203;2110631251008;Mac Abrahams;21 Daystar Park;003;001;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3204;2110631251009;Loise Colquitt;34 Ridgeview Point;007;001;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3205;2110631251010;Clarke Rallinshaw;77096 Russell Court;009;002;L;2025-12-27 13:20:47;2025-12-27 13:20:47
3206;2110631251011;Putnem Iwanczyk;7042 Anzinger Road;003;004;P;2025-12-27 13:20:47;2025-12-27 13:20:47
3207;2110631251012;Rip Crebott;682 Schlimgen Road;001;003;P;2025-12-27 13:20:47;2025-12-27 13:20:47
